CUSTOMERID,SANumber,isActive,AMB
J-2411310,BRSAM7165,1,59083
J-7113945,OLSAM8712,1,89053
J-3257379,BRSAM9469,1,248169
J-6636345,OLSAM7146,1,398352
J-3019095,BRSAM2160,1,419461
J-5946602,OLSAM5156,1,56846
J-2515969,OLSAM5038,1,474608
J-8433393,OLSAM5082,1,254370
J-5529977,OLSAM4060,1,351520
J-7856518,OLSAM1403,1,259794
J-1990075,BRSAM1195,1,180083
J-6736051,BRSAM6207,1,267276
J-1910635,BRSAM9766,1,321043
J-3849596,OLSAM1827,1,296281
J-2934965,OLSAM8088,1,443244
J-1912604,OLSAM7797,1,227317
J-2728810,OLSAM4821,1,300379
J-7350758,OLSAM3748,1,114462
J-2814869,OLSAM2649,1,265353
J-7484193,OLSAM9584,1,499025
J-8999049,OLSAM9272,1,216807
J-9260661,BRSAM5880,1,438250
J-3512165,OLSAM3416,1,420047
J-9176233,BRSAM5080,1,595264
J-8970205,BRSAM8025,1,717719
J-2397976,OLSAM8635,1,248079
J-5660459,BRSAM9345,1,285020
J-6796012,BRSAM1629,1,516189
J-9748555,OLSAM5981,1,183842
J-4022018,OLSAM4238,1,265951
J-7904809,BRSAM5826,1,129316
J-1557253,BRSAM6439,1,560501
J-2732701,BRSAM2000,1,198040
J-9215370,BRSAM5116,1,485722
J-6658669,OLSAM6967,1,407808
J-1144902,BRSAM8646,1,582756
J-8399893,OLSAM2364,1,484433
J-8314151,BRSAM8842,1,161465
J-3513696,OLSAM7496,1,228043
J-4992377,OLSAM4794,1,78303
J-3641406,OLSAM1701,1,366601
J-1306028,BRSAM2094,1,720766
J-2410734,BRSAM7922,0,176448
J-3335373,OLSAM9713,1,381071
J-9390508,OLSAM9640,1,385412
J-8557064,BRSAM2396,1,425198
J-7484687,OLSAM8470,1,319318
J-4443327,OLSAM5144,1,188258
J-4916432,OLSAM2324,1,352526
J-4243354,OLSAM6651,0,498934
J-3625903,OLSAM4224,1,372357
J-2204588,OLSAM1412,1,473076
J-2498702,OLSAM5224,1,330189
J-6312626,BRSAM9890,1,549289
J-5407274,OLSAM9752,1,378924
J-9498833,OLSAM9877,1,215598
J-6851060,BRSAM2206,1,701914
J-5205031,BRSAM5430,1,647637
J-7285915,BRSAM3076,1,129167
J-3853806,OLSAM6723,1,255298
J-7617892,BRSAM6760,1,799292
J-2783429,BRSAM4286,1,252617
J-6859741,BRSAM6313,1,363627
J-2286061,BRSAM9321,1,446089
J-2974102,BRSAM5099,1,690785
J-2041549,OLSAM8751,1,39554
J-2713806,BRSAM3311,1,777815
J-3687620,BRSAM8197,1,582337
J-9825717,BRSAM8497,1,97264
J-9274656,BRSAM5692,1,292161
J-4604653,BRSAM2658,1,700819
J-7420209,BRSAM1726,1,298051
J-2702328,OLSAM4044,1,163599
J-3645792,OLSAM5591,1,351709
J-5847884,BRSAM9533,1,626379
J-7895128,BRSAM8174,1,183745
J-3427752,OLSAM3776,1,474881
J-2116878,OLSAM6080,1,116516
J-1907759,OLSAM4499,1,175503
J-7138460,BRSAM7399,1,75855
J-9916376,BRSAM8979,1,689884
J-8350878,BRSAM1504,1,140472
J-3126208,OLSAM6564,1,94668
J-2944592,OLSAM1868,1,426314
J-9823283,OLSAM6155,1,35792
J-1709090,OLSAM3215,1,100207
J-3432148,OLSAM1015,1,207387
J-8435120,OLSAM5706,1,64261
J-7719469,BRSAM7878,1,221435
J-8303448,OLSAM6553,1,387458
J-2694365,BRSAM3824,1,121319
J-5198039,OLSAM9786,1,114227
J-9574846,BRSAM2444,1,487466
J-5315887,BRSAM7594,1,743986
J-8218418,OLSAM7044,1,93868
J-7598003,OLSAM5471,1,470265
J-5300633,BRSAM9445,1,216002
J-9679876,BRSAM6849,1,294632
J-4616773,OLSAM5566,1,270250
J-4316054,BRSAM9057,1,218835
J-3694058,BRSAM5073,1,632149
J-2662162,OLSAM9892,1,434892
J-4249770,OLSAM1126,1,92532
J-1549541,BRSAM1191,1,795530
J-7638651,BRSAM4058,1,308980
J-5277513,BRSAM5186,1,153296
J-6068196,BRSAM7621,1,591684
J-7475174,OLSAM9432,1,128082
J-6864675,BRSAM3695,1,408072
J-2946821,BRSAM8449,1,741491
J-6329410,BRSAM8439,1,127583
J-8157710,BRSAM4956,1,51401
J-6693343,BRSAM3588,1,501877
J-7823006,BRSAM1833,1,208789
J-5989125,BRSAM9480,1,230109
J-3654059,BRSAM6100,1,719469
J-3117738,BRSAM8389,1,51337
J-8598783,OLSAM3220,1,232899
J-9655711,OLSAM5701,1,367982
J-1978419,BRSAM4786,1,614306
J-1870403,OLSAM4835,1,109293
J-1454983,OLSAM2249,1,208073
J-1429213,BRSAM9733,1,166709
J-9116024,OLSAM7266,0,206755
J-6973458,OLSAM3093,1,277394
J-3793799,BRSAM6704,1,681981
J-2049282,BRSAM4988,1,287175
J-9320752,OLSAM9684,1,170680
J-4715877,BRSAM7883,1,487383
J-8205973,OLSAM8380,1,432606
J-3307302,OLSAM4857,1,142693
J-3437571,BRSAM4010,1,467093
J-5977258,BRSAM3119,1,241118
J-7240919,OLSAM2004,1,498299
J-2250734,BRSAM2678,1,708059
J-7579693,BRSAM9357,1,714096
J-4689660,BRSAM3098,1,65680
J-6496549,BRSAM2294,1,482895
J-5218944,OLSAM4831,1,480095
J-2208268,OLSAM1551,1,422996
J-2178783,BRSAM1272,1,492492
J-1758668,BRSAM6770,1,786133
J-7579037,BRSAM5432,1,79377
J-9412510,BRSAM1843,1,595185
J-6413968,BRSAM5939,1,242309
J-9568259,BRSAM3410,1,237538
J-5899467,OLSAM4925,1,497752
J-3292023,BRSAM4064,1,119677
J-4501783,BRSAM5001,1,212943
J-6355443,OLSAM6471,1,203315
J-4951126,OLSAM8006,1,135564
J-7680325,BRSAM4232,1,511914
J-2365400,OLSAM7611,0,73416
J-3499861,OLSAM8289,1,195662
J-8989196,OLSAM8096,1,465057
J-4612967,BRSAM3265,1,757092
J-2302401,BRSAM3023,1,747118
J-4887423,BRSAM5901,1,452529
J-9660112,OLSAM8379,1,253133
J-3388746,OLSAM1335,1,496537
J-4077585,OLSAM1604,1,315588
J-3063253,BRSAM7393,1,790770
J-3621265,OLSAM6653,1,179463
J-9847242,OLSAM5741,1,168506
J-3773220,BRSAM7243,1,184375
J-4097092,OLSAM5967,1,430751
J-4438967,BRSAM3592,1,229317
J-4873953,BRSAM9785,1,365716
J-7878990,OLSAM3551,1,411791
J-8876365,BRSAM7891,1,652025
J-9837662,BRSAM2069,1,118525
J-3659906,BRSAM1787,1,556041
J-7040981,OLSAM7647,1,239823
J-9275809,BRSAM7128,1,659958
J-3100586,BRSAM8137,1,645546
J-4080360,OLSAM6951,1,114010
J-4213655,OLSAM4229,1,296843
K-1340418,BRSAL1846,1,92339
K-9571743,BRSAL9859,1,85846
K-1285061,OLSAL5869,1,2146
K-6309693,OLSAL7097,0,8896
K-1425962,OLSAL2446,1,2072
K-5181068,BRSAL6354,1,28937
K-9864673,BRSAL1950,1,48524
K-6425524,OLSAL5550,1,3135
K-5105017,BRSAL5928,1,47398
K-8140672,BRSAL6229,1,55496
K-8497479,OLSAL7220,1,368
K-3102156,OLSAL9070,1,7134
K-7902980,BRSAL9791,1,90335
K-2631963,BRSAL1767,1,92486
K-3575049,OLSAL1040,1,114
K-1173135,BRSAL9575,1,75073
K-1519658,BRSAL8275,1,44054
K-5006231,BRSAL8212,1,92718
K-9471573,OLSAL9735,1,4791
K-6743579,BRSAL4249,1,92138
K-2577773,BRSAL5051,1,43485
K-5289918,BRSAL7320,1,24500
K-4567570,BRSAL3930,1,31130
K-8014270,OLSAL8489,1,8682
K-1441162,BRSAL2869,1,31538
K-7345812,BRSAL5088,1,33002
K-7588846,OLSAL1910,1,6484
K-1443438,OLSAL4865,1,9258
K-4303583,BRSAL4400,1,85126
K-5930491,BRSAL2102,1,20794
K-4556868,OLSAL2143,1,3092
K-5967456,BRSAL6765,1,58704
K-4976837,BRSAL3420,1,38632
K-1879888,BRSAL9600,1,97395
K-3824379,OLSAL4179,1,8673
K-4943684,BRSAL3057,1,61175
K-3469408,BRSAL3590,1,81345
K-9236081,OLSAL2627,0,3023
K-7545702,OLSAL9470,1,8846
K-4816138,OLSAL6749,1,9219
K-6601412,OLSAL3589,1,7459
K-9514650,OLSAL2443,1,2925
K-1240120,BRSAL9026,1,90458
K-5761682,OLSAL7477,1,3308
K-2227535,OLSAL2306,1,1902
K-3788389,BRSAL2657,1,85424
K-7770980,OLSAL6233,1,1478
K-6869491,BRSAL7518,1,74002
K-6716256,OLSAL7469,1,6314
K-6549898,OLSAL3478,1,8570
K-8377099,BRSAL9420,1,62353
K-7055291,BRSAL9419,1,71396
K-6951491,OLSAL4964,1,2072
K-4623249,BRSAL8119,1,22352
K-1656870,OLSAL3247,1,870
K-5859533,BRSAL4284,1,46587
K-2994989,BRSAL2459,0,54240
K-8924240,OLSAL4897,0,8421
K-4468628,BRSAL7902,1,46067
K-1594649,OLSAL3037,1,9329
K-8918964,BRSAL1323,1,11214
K-4234414,BRSAL5257,1,7274
K-4906902,BRSAL6865,1,85459
K-2849871,BRSAL8566,1,24070
K-6404983,BRSAL7088,1,81369
K-6335937,BRSAL1107,1,7199
K-4023232,BRSAL9762,1,22109
K-6608793,OLSAL4344,1,5519
K-6409920,BRSAL8929,1,29588
K-4501555,OLSAL7203,1,9509
K-3222600,BRSAL5103,1,31860
K-4077279,BRSAL4485,1,87207
K-9269110,OLSAL8258,1,4915
K-8574611,BRSAL5768,1,13874
K-3052895,BRSAL7481,1,67241
K-8593324,BRSAL4305,1,20230
K-9662226,BRSAL9902,1,67826
K-2977201,BRSAL6594,1,64048
K-3390029,OLSAL2561,1,7292
K-2622365,BRSAL2676,1,30382
K-6924408,BRSAL5488,1,68034
K-4259050,BRSAL8760,1,6311
K-9444940,OLSAL7224,1,1841
K-2636131,OLSAL5205,0,3771
K-8243774,OLSAL7402,1,351
K-1629846,OLSAL4049,1,3528
K-9185657,OLSAL1131,1,7482
K-3771306,OLSAL6026,1,6004
K-9738431,OLSAL9245,1,7311
K-3852454,BRSAL5966,1,73613
K-4155450,BRSAL7469,1,13456
K-6105389,BRSAL2420,1,28598
K-7603093,OLSAL9576,1,4692
K-2612493,OLSAL4866,1,9064
K-7549683,BRSAL9552,1,38243
K-2897064,OLSAL8432,1,9407
K-7522224,OLSAL1430,1,1144
K-9186842,OLSAL5032,1,5888
K-8184324,OLSAL3323,1,5078
K-1313925,OLSAL8664,1,7916
K-8876449,BRSAL9467,0,93646
K-8100777,OLSAL9431,1,3384
K-3851537,OLSAL6036,1,8478
K-4431551,BRSAL7599,1,30735
K-6110931,OLSAL4134,1,5635
K-7912741,OLSAL7359,1,9693
K-1192346,BRSAL3407,1,26315
K-3094854,OLSAL9695,1,7009
K-5455044,BRSAL3878,1,13425
K-4342807,BRSAL4433,1,86407
K-9623375,BRSAL9038,1,13660
K-5075057,OLSAL7808,1,4334
K-3715476,OLSAL6714,1,5769
K-2126198,BRSAL8718,1,19695
K-9603833,OLSAL1256,1,4725
K-8661782,BRSAL2621,1,42020
K-3097413,BRSAL3889,1,37031
K-9059719,OLSAL4710,1,8147
K-3154445,OLSAL9274,1,2066
K-5924455,BRSAL5126,1,91148
K-8889220,BRSAL7037,1,90042
K-1897518,BRSAL4945,1,62100
K-6690500,OLSAL5756,1,8806
K-5322593,OLSAL6686,1,5930
K-3236812,OLSAL1492,1,6841
K-4964031,BRSAL1813,1,38691
K-9794578,BRSAL1821,1,96121
K-6289323,BRSAL6637,1,57329
K-1433266,BRSAL8468,1,55886
K-6534063,BRSAL3266,1,24721
K-6525368,OLSAL2022,1,6647
K-7293903,BRSAL5263,1,87495
K-5663156,BRSAL9083,1,25463
K-9152845,OLSAL6830,1,5594
K-7218045,OLSAL8386,1,3750
K-7597540,BRSAL2982,1,83832
K-5393216,BRSAL3807,1,32451
K-9121677,BRSAL2277,1,29000
K-7238498,OLSAL3424,1,1243
K-7195371,OLSAL2594,1,9429
K-8037222,BRSAL1272,1,85252
K-5408101,OLSAL8504,1,5735
K-4588711,BRSAL1559,1,37218
K-5848148,BRSAL5421,1,91375
K-5220683,OLSAL4348,1,6377
K-8250961,OLSAL2684,1,3762
K-3339046,OLSAL9777,1,1907
K-7597766,BRSAL6926,1,6835
K-7821772,OLSAL4691,1,3443
K-3346812,OLSAL5848,1,3120
K-1460514,BRSAL6553,1,33957
K-3193611,BRSAL6909,1,72910
K-8909575,BRSAL7445,1,52351
K-5307737,BRSAL2187,1,31571
K-5164198,BRSAL3158,1,38333
K-1844644,BRSAL1273,1,64608
K-8418504,BRSAL8021,1,79648
K-6383062,BRSAL1780,1,64896
K-7647432,BRSAL4001,1,85204
K-4278998,OLSAL6544,1,3952
K-2048005,OLSAL8534,1,6541
K-2712015,BRSAL6470,1,31930
K-1825948,BRSAL7790,1,93459
K-8397267,BRSAL4229,1,20208
K-8162762,BRSAL5969,1,67409
K-7673844,BRSAL7234,1,82448
K-4700432,OLSAL3292,1,329
K-4926879,BRSAL9730,1,62706
K-9897278,OLSAL9874,1,4973
K-1383707,OLSAL2592,1,5080
K-5979999,BRSAL5953,1,27457
K-6112760,BRSAL2689,1,86716
K-9882768,OLSAL4472,0,6215
K-2938187,BRSAL6162,1,44769
K-1917072,BRSAL1182,1,44122
K-3612726,BRSAL6324,0,19224
K-4436828,OLSAL9403,1,2147
K-8270136,OLSAL3670,1,1667
K-3614058,OLSAL1958,1,7240
K-1500640,BRSAL8852,1,93171
K-6569928,BRSAL3639,1,25207
K-6362725,OLSAL5125,1,5767
K-9810329,BRSAL5518,1,82351
K-1370003,OLSAL5013,1,8637
K-4674818,BRSAL4743,1,88130
K-1442576,BRSAL2019,1,6189
K-4147044,BRSAL5389,1,22787
K-8551782,OLSAL1084,1,759
K-8490396,BRSAL3156,1,94164
K-6707087,OLSAL5871,1,6410
K-8475957,OLSAL3769,1,844
K-7639433,OLSAL3533,1,4895
K-5395127,BRSAL6077,1,80957
K-8430647,OLSAL1394,1,4971
K-9675740,BRSAL5629,1,45188
K-2507620,BRSAL4690,1,79167
K-8957757,BRSAL9017,1,43296
K-5037001,OLSAL5734,1,8086
K-2768504,BRSAL4635,0,21609
K-2913132,OLSAL4876,1,8321
K-1623413,BRSAL7874,1,24764
K-6008800,BRSAL2181,1,61628
K-7918374,BRSAL7344,1,61343
K-9477145,BRSAL8105,1,53010
K-5108340,OLSAL5845,1,6747
K-8987264,BRSAL3110,1,77561
K-5733890,BRSAL4622,1,81861
K-9952030,BRSAL1523,1,87649
K-6617124,BRSAL9801,1,97448
K-3690349,OLSAL5389,1,3052
K-9947329,BRSAL3652,1,5799
K-7939534,BRSAL1935,1,25652
K-6857209,BRSAL1016,1,78692
K-4447746,BRSAL5803,1,58201
K-9385788,OLSAL1675,1,9726
K-1643695,OLSAL3797,1,1501
K-2388516,OLSAL7822,1,6657
K-6464785,OLSAL7061,0,1740
K-5282803,OLSAL5502,1,9513
K-4301756,OLSAL8691,1,8222
K-9152413,OLSAL8989,1,2323
K-6205587,OLSAL8834,1,1675
K-2338706,BRSAL3633,1,50585
K-1118897,BRSAL5563,1,98255
K-2726414,OLSAL1646,1,6435
K-2898959,BRSAL9294,1,95129
K-8927290,OLSAL8709,1,1339
K-8646457,OLSAL7081,1,6002
K-1896299,OLSAL8620,1,524
K-4138623,OLSAL1239,1,1610
K-9350251,OLSAL6742,0,1034
K-3228401,BRSAL7056,1,6503
K-3426420,OLSAL2617,1,5710
K-4999066,OLSAL6070,1,5660
K-8099453,BRSAL3125,1,23215
K-5031649,BRSAL1979,0,65997
K-5301817,BRSAL5368,1,49206
K-4191277,BRSAL7488,1,48860
K-5538600,BRSAL4820,1,15507
K-2370127,BRSAL3700,1,52174
K-8707631,OLSAL9767,1,8478
K-2213904,OLSAL1704,1,6759
K-9343799,BRSAL2918,1,60787
K-9083126,BRSAL5318,1,90091
K-1468020,OLSAL9834,1,5755
K-1513076,BRSAL6249,1,91953
K-9961220,OLSAL5068,1,6871
K-2751224,BRSAL2117,1,57152
K-8422616,OLSAL4980,1,1239
K-4457439,OLSAL7608,1,3991
K-9412772,BRSAL1153,1,42686
K-4377120,BRSAL2752,1,61008
K-9563544,BRSAL6590,1,53343
K-5559416,OLSAL8331,1,8549
K-2063545,BRSAL5054,1,90661
K-9483546,BRSAL3691,1,85782
K-9323052,OLSAL6332,1,709
K-4123457,OLSAL3353,1,2751
K-7053227,BRSAL1521,1,45722
K-6967159,BRSAL3371,1,98129
K-1288768,OLSAL9998,1,9902
K-1950941,BRSAL9806,1,73059
K-1830754,BRSAL6768,1,64148
K-6204553,BRSAL4552,1,93362
K-4479778,OLSAL7797,1,1152
K-6254951,BRSAL3698,1,14409
K-8754034,OLSAL9539,1,2952
K-1794004,BRSAL8816,1,16445
K-8450202,OLSAL2654,1,987
K-2068998,OLSAL6424,1,3643
K-2829160,BRSAL7155,1,72223
K-1788372,BRSAL4553,1,60380
K-8759155,BRSAL8182,1,48230
K-9387536,OLSAL7357,1,4450
K-4957009,OLSAL7977,1,9185
K-5771535,OLSAL7503,1,1398
K-9262478,BRSAL9792,1,67024
K-2056282,BRSAL9227,1,55776
K-2405594,OLSAL4446,1,6508
K-7924500,OLSAL2699,1,7897
K-2613857,BRSAL2767,1,5498
K-7873810,OLSAL6289,1,6503
K-1533472,OLSAL6566,1,6154
K-9223141,OLSAL5863,1,9864
K-9320527,BRSAL7055,1,9431
K-8541193,OLSAL9830,1,6347
K-3843848,BRSAL8847,1,9219
K-3858071,BRSAL7431,1,87859
K-7758742,OLSAL4693,1,9199
K-3578499,OLSAL5939,1,4835
K-1270151,BRSAL2835,1,88718
K-5230243,OLSAL7134,1,2278
K-2850608,BRSAL6478,1,90280
K-1495695,OLSAL9113,1,6102
K-2220666,BRSAL1627,1,79699
K-4840438,BRSAL9561,1,33610
K-5800527,OLSAL8311,1,1892
K-1945356,BRSAL4808,1,76705
K-7468497,BRSAL3336,1,21035
K-5110879,BRSAL1600,1,46070
K-6324454,OLSAL3177,1,8252
K-7742276,OLSAL7472,1,2334
K-2640450,BRSAL1325,1,50355
K-6310954,OLSAL6862,1,8866
K-6945172,BRSAL4359,1,53021
K-5991048,OLSAL4936,1,7139
K-8995706,BRSAL2378,1,40100
K-5894389,OLSAL6295,1,6918
K-3770611,OLSAL9415,1,7912
K-3279422,OLSAL4799,1,7081
K-4235598,BRSAL9477,1,20684
K-7792128,BRSAL3706,1,52264
K-3004507,OLSAL3760,1,8938
K-1449501,OLSAL1175,1,2661
K-5084864,OLSAL9992,1,7210
K-5463054,OLSAL5603,1,9644
K-7150798,BRSAL7545,1,27362
K-8040592,OLSAL1141,1,905
K-3214729,BRSAL3081,1,35030
K-5746033,BRSAL5334,1,83317
K-2930848,BRSAL8654,1,20544
K-2554878,OLSAL7058,1,1824
K-7388665,BRSAL9716,1,47820
K-5933538,BRSAL2598,1,49683
K-3731732,BRSAL6638,1,36222
K-3969968,BRSAL3503,1,28959
K-6356617,BRSAL2439,1,36747
K-7003072,BRSAL5799,1,53902
K-9939091,OLSAL6423,1,4787
K-1439589,BRSAL4370,1,11213
K-2339076,BRSAL7372,1,11161
K-3828643,BRSAL5644,1,58145
K-8427705,BRSAL8615,1,94826
K-6146134,BRSAL8886,1,89840
K-3356912,OLSAL1314,1,5016
K-7951280,OLSAL1210,1,5133
K-2714766,BRSAL4183,1,26397
K-1391255,BRSAL6649,0,20686
K-2611846,OLSAL4952,1,8133
K-8989964,OLSAL2155,1,255
K-1200515,BRSAL1809,1,77677
K-6768472,BRSAL2302,1,94948
K-2726705,BRSAL5111,0,35409
K-4427028,BRSAL5568,1,81299
K-9962832,BRSAL4531,1,17492
K-6237106,BRSAL8239,1,88750
K-6504967,OLSAL8065,1,2298
K-8380450,OLSAL9678,1,920
K-1448306,OLSAL2502,0,4013
K-9317242,BRSAL9649,1,30856
K-1561272,OLSAL9563,1,9974
K-8942760,OLSAL4853,1,3973
K-3985395,BRSAL7631,1,72256
K-3889663,BRSAL7771,1,11902
K-5612385,BRSAL1141,1,26069
K-6403401,OLSAL4160,1,9162
K-9847082,OLSAL1904,1,753
K-4384415,BRSAL2144,1,12171
K-3156305,BRSAL7197,1,86696
K-5890178,OLSAL4150,1,8516
K-2717446,OLSAL8191,1,5242
K-2239042,BRSAL4232,1,5782
K-6132191,BRSAL5847,1,84997
K-5587037,BRSAL8924,1,75194
K-4972689,OLSAL6925,1,6779
K-3531410,OLSAL1296,1,8421
K-6670779,OLSAL9299,1,7649
K-6331726,BRSAL9880,1,53534
K-6206588,OLSAL3779,1,7354
K-6552339,BRSAL2565,1,98464
K-1987260,BRSAL2400,1,21358
K-8258352,OLSAL6288,1,4456
K-3533268,OLSAL5627,1,205
K-3474079,OLSAL9900,1,5560
K-2359939,BRSAL8547,1,67935
K-3296830,BRSAL4425,1,36287
K-1441740,OLSAL2055,1,8057
K-1886637,OLSAL6347,1,5770
K-8834204,OLSAL8088,1,2704
K-5525453,OLSAL8244,0,7053
K-2727802,BRSAL5338,1,67916
K-2970381,BRSAL6268,1,71515
K-4582815,BRSAL5862,1,87445
K-2543082,BRSAL7224,1,19271
K-3169692,BRSAL3500,1,53208
K-2762640,BRSAL5035,1,61313
K-9923925,BRSAL8608,1,21062
K-4848104,BRSAL5142,1,22545
K-2294413,OLSAL1691,1,367
K-3599422,BRSAL2785,1,71103
K-4881483,BRSAL3465,1,63883
K-9389362,BRSAL2037,1,17472
K-7384675,BRSAL3370,1,71743
K-9121892,OLSAL7182,1,4722
K-6708406,OLSAL3349,1,7343
K-1422047,OLSAL8868,1,9837
K-4570269,BRSAL3397,1,74969
K-8979843,OLSAL3671,1,556
K-4883251,BRSAL1756,1,8280
K-1320085,OLSAL1919,1,8230
K-8973011,OLSAL4394,1,4779
K-3917647,BRSAL1027,1,44074
K-7787425,OLSAL1295,1,5291
K-6902804,OLSAL9776,1,7313
K-7265813,BRSAL4779,1,45204
K-7947773,BRSAL9707,1,60131
K-3131974,BRSAL5269,1,7340
K-3751764,BRSAL9960,1,18359
K-3724748,OLSAL3358,1,2024
K-6418073,OLSAL8698,0,9810
K-9937256,OLSAL1961,1,6914
K-4929054,BRSAL1977,1,76385
K-1359461,OLSAL5139,1,3937
K-5617145,OLSAL1558,1,8414
K-4668742,BRSAL2858,1,68314
K-4858277,OLSAL2061,1,4465
K-8378490,OLSAL8852,1,7539
K-3908890,BRSAL1893,1,7377
K-5289690,BRSAL5682,1,10473
K-2753682,OLSAL9499,1,3228
K-6439799,OLSAL6709,1,7139
K-9801580,BRSAL4265,1,23988
K-7326837,BRSAL9507,1,76784
K-6328650,OLSAL9352,1,4230
K-8402388,BRSAL5122,1,19240
K-4281544,BRSAL2492,1,21239
K-4234378,BRSAL3017,1,21234
K-4549722,OLSAL5260,1,4301
K-9974756,BRSAL5394,1,17296
K-3513831,BRSAL1873,1,94374
K-6222417,BRSAL6189,1,10322
K-1431957,BRSAL9855,1,59609
K-5302277,BRSAL2818,1,35769
K-1735430,BRSAL4149,1,99714
K-6968968,OLSAL3111,1,1943
K-6583946,OLSAL9997,1,7553
K-2640486,OLSAL8269,1,3947
K-8059615,OLSAL4766,1,4128
K-4920436,BRSAL7291,1,94458
K-6052940,BRSAL2268,1,81049
K-5732765,OLSAL2784,1,1868
K-4896257,BRSAL9634,1,39641
K-4128031,BRSAL9675,1,23890
K-8071149,BRSAL4630,1,15747
K-4144432,OLSAL5325,1,7515
K-5102314,BRSAL5859,1,71057
K-3580080,BRSAL6683,1,85808
K-5468321,BRSAL9086,1,25803
K-9200011,BRSAL6314,1,30622
K-9304832,OLSAL2023,1,7868
K-7302547,OLSAL1135,1,9367
K-1256226,OLSAL8156,1,2985
K-4404739,BRSAL1113,1,8516
K-7837468,BRSAL8960,1,16977
K-4602910,OLSAL3984,1,9894
K-3141032,BRSAL4853,1,16090
K-4478892,OLSAL5771,1,4086
K-5521827,OLSAL7229,1,1165
K-8186132,BRSAL2691,1,99285
K-1683136,BRSAL3793,1,61816
K-3570802,OLSAL9071,1,4733
K-5281336,BRSAL9580,1,61508
K-3475325,BRSAL2120,1,89317
K-4603793,BRSAL1734,1,53565
K-3688327,BRSAL8729,1,52738
K-4705879,BRSAL9466,1,81209
K-7803851,BRSAL5673,1,81785
K-1756945,OLSAL3165,1,6318
K-9566187,BRSAL1287,1,11202
K-8232983,BRSAL9438,1,40989
K-3975123,OLSAL1223,1,3927
K-7605732,BRSAL9818,1,85966
K-6226634,BRSAL8585,1,82296
K-3601141,BRSAL3992,1,42943
K-2349196,OLSAL7123,1,5689
K-2128699,OLSAL8120,1,7544
K-1692208,OLSAL2876,1,1019
K-1255492,OLSAL4870,1,1363
K-8654074,BRSAL3986,1,99097
K-1976407,OLSAL9858,1,124
K-3857375,BRSAL1649,1,59346
K-5949485,BRSAL6552,0,94621
K-3735870,BRSAL3176,1,8022
K-7567119,OLSAL4046,1,1419
K-9595240,BRSAL2977,1,56872
K-1954440,BRSAL6931,1,27185
K-3931507,BRSAL1826,1,55171
K-7974871,BRSAL1080,1,36882
K-9989590,OLSAL3578,1,8869
K-5614031,OLSAL7675,1,615
K-3783743,BRSAL7052,1,83500
K-6674989,OLSAL5801,1,5372
K-9526025,BRSAL5352,1,67068
K-3558982,BRSAL9137,1,84748
K-5106698,BRSAL4983,1,41868
K-8619796,BRSAL5865,1,17578
K-1429225,BRSAL1459,1,66248
K-1298520,OLSAL5715,1,6657
K-9556605,OLSAL6917,1,8859
K-6336884,OLSAL6601,1,5336
K-5101561,OLSAL9200,1,5394
K-3180768,OLSAL2222,1,9548
K-5917159,BRSAL8043,1,86197
K-5065142,OLSAL4123,1,5019
K-7579750,BRSAL9534,1,44104
K-7889720,BRSAL2405,1,94564
K-7528505,BRSAL5056,1,60271
K-4204312,OLSAL3798,1,2290
K-2778083,BRSAL9067,1,71980
K-7367826,BRSAL8402,1,61268
K-7058779,BRSAL2147,1,27602
K-4995396,OLSAL5584,1,1227
K-9724255,OLSAL6642,1,9758
K-7728320,OLSAL5586,1,7920
K-6514373,OLSAL1883,1,2282
K-1991892,BRSAL7947,0,52108
K-8305019,BRSAL5127,1,21767
K-3320261,BRSAL6687,1,68130
K-4252643,BRSAL1725,0,18728
K-9767838,OLSAL8588,1,8600
K-6237313,BRSAL6823,1,53092
K-2148923,OLSAL5622,1,4178
K-1230387,BRSAL3669,1,30632
K-1317912,OLSAL5159,1,1428
K-3422528,OLSAL4034,1,8545
K-6243938,OLSAL1494,1,5893
K-5443525,BRSAL8304,1,15574
K-5415289,OLSAL7340,1,4794
K-1197079,OLSAL5063,1,9265
K-2814449,BRSAL1975,1,10149
K-5381613,OLSAL3989,0,3589
K-7574207,BRSAL8824,1,96357
K-4610667,BRSAL8649,0,34481
K-7571392,OLSAL1384,1,5861
K-9156700,BRSAL5788,1,35031
K-8195013,OLSAL1288,1,1660
K-5308588,BRSAL4264,1,25625
K-9713261,BRSAL5967,1,89872
K-5561733,OLSAL5898,1,188
K-4852179,BRSAL2991,1,58204
K-3973161,OLSAL4624,1,3168
K-2044515,OLSAL9885,1,182
K-3775598,BRSAL3007,1,90135
K-8468873,OLSAL4433,1,5920
K-3352682,OLSAL7191,1,8342
K-6283430,BRSAL3412,1,31580
K-4174547,BRSAL7255,1,81620
K-2489377,OLSAL3458,1,2729
K-9872300,BRSAL6628,1,83350
K-5717443,OLSAL4479,1,9032
K-5205780,BRSAL8598,1,29824
K-4708559,BRSAL6492,1,14124
K-9143863,OLSAL5230,1,6010
K-3273055,BRSAL4134,1,39577
K-5175073,OLSAL2707,1,8970
K-9830690,BRSAL5517,1,44586
K-3218183,BRSAL5276,1,87573
K-8992846,BRSAL7603,1,67851
K-1693045,BRSAL7972,1,64665
