BANKID,CUSTOMERID,PRODUCT,isActive,Gender,DOB,PINCODE,isFirst,Phone,OnboardingDate,DeactivationDate
L6396575408,L-5033645,L,1,F,2017-04-21,489332,1,6396575408,2020-12-13,
L6395108048,L-4249804,L,1,F,1985-06-07,414859,1,6395108048,2016-12-29,
L6387822130,L-2215576,L,1,F,1900-01-01,822349,1,6387822130,2007-11-18,
L6387292843,L-2439360,L,1,F,1994-01-27,162286,1,6387292843,1995-02-25,
L6386010771,L-3073190,L,1,M,1951-01-20,603051,1,6386010771,2012-03-10,
L6382356378,L-3936660,L,0,M,2014-11-05,484264,1,6382356378,2017-03-22,2019-09-10
L6379306342,L-1745781,L,1,F,1959-08-27,742059,1,6379306342,2012-10-07,
L6378914080,L-9198075,L,1,M,1963-06-20,292253,1,6378914080,2013-08-12,
L6372895098,L-1303760,L,1,M,2020-10-09,764745,1,6372895098,2026-02-07,
L6365567357,L-9370969,L,1,F,1962-05-08,897148,1,6365567357,1986-07-13,
K6364755442,L-5366104,L,1,F,1986-09-21,888579,0,6364755442,1995-10-13,
L6362841606,L-5479889,L,1,M,2022-08-24,168571,1,6362841606,2023-03-12,
L6359794440,L-5564879,L,1,F,1980-11-27,390324,1,6359794440,1982-08-09,
L6359785237,L-8205550,L,1,F,1991-02-26,470240,1,6359785237,1997-02-07,
M6359570839,L-2485138,L,1,M,2001-02-18,714649,0,6359570839,2008-12-08,
L6359128987,L-5697202,L,1,M,2012-01-04,938183,1,6359128987,2015-08-24,
L6358522242,L-6548353,L,1,F,2018-01-17,953041,1,6358522242,2021-11-04,
L6357481298,L-7837365,L,1,F,1957-06-18,475925,1,6357481298,1981-04-16,
L6347773072,L-2924303,L,1,F,1988-04-10,681809,1,6347773072,1991-04-08,
L6347604455,L-4328264,L,1,F,1982-02-13,696315,1,6347604455,1997-08-26,
L6340916695,L-9158429,L,1,M,1979-07-20,285669,1,6340916695,2019-08-29,
L6329123568,L-4726736,L,1,F,1984-07-27,658801,1,6329123568,1988-12-12,
L6324820291,L-4829429,L,1,M,1979-02-23,341134,1,6324820291,1983-08-25,
L6321351712,L-2268467,L,1,M,1982-05-13,958740,1,6321351712,1993-02-08,
L6316302704,L-8005058,L,1,M,1974-12-03,684318,1,6316302704,1988-11-24,
L6316009692,L-3918357,L,1,F,1962-05-15,954394,1,6316009692,2019-11-04,
L6314795935,L-8866950,L,1,M,1959-05-03,810209,1,6314795935,2004-03-22,
B6312282089,L-5851094,L,1,M,1974-05-04,638747,0,6312282089,2017-07-14,
L6293075573,L-2124137,L,1,M,1979-10-08,554087,1,6293075573,1989-07-29,
L6285851268,L-8066228,L,1,M,2009-08-19,256248,1,6285851268,2010-09-26,
L6276022072,L-3420917,L,1,M,1961-05-01,893825,1,6276022072,2005-02-09,
L6276008151,L-5556150,L,1,M,1980-08-29,235276,1,6276008151,2012-01-15,
L6274467880,L-7837639,L,1,M,1955-02-07,196642,1,6274467880,2010-10-19,
L6273822024,L-2899764,L,1,F,2006-09-26,373605,1,6273822024,2011-03-31,
L6273200251,L-5951716,L,0,M,2008-09-10,376948,1,6273200251,2010-09-12,2013-03-18
L6270747030,L-5167052,L,1,M,1996-12-21,795107,1,6270747030,2001-10-26,
L6268092795,L-9318559,L,0,M,1985-07-22,938287,1,6268092795,2023-03-20,2023-04-13
L6266855703,L-8457681,L,1,M,2020-05-26,560176,1,6266855703,2022-06-11,
L6264680303,L-1131971,L,1,F,2001-08-01,380306,1,6264680303,2008-08-27,
L6250862670,L-7426304,L,1,F,1961-12-07,416882,1,6250862670,2021-05-02,
L6248135550,L-3517822,L,1,M,1952-02-27,533181,1,6248135550,1990-08-16,
L6243242848,L-7076726,L,1,M,2020-09-23,739979,1,6243242848,2024-01-01,
L6241352775,L-2916259,L,0,F,1987-05-16,160381,1,6241352775,1991-08-26,1993-04-30
L6235794881,L-3991501,L,0,M,2000-02-21,240646,1,6235794881,2006-12-12,2007-10-17
L6235428687,L-3723870,L,1,M,1977-04-09,715761,1,6235428687,2012-12-20,
L6230646025,L-1774668,L,1,F,2018-06-05,850176,1,6230646025,2020-07-05,
L6230426278,L-9016170,L,1,M,2008-01-07,215036,1,6230426278,2010-12-25,
L6229291236,L-1893456,L,1,F,1975-06-24,293466,1,6229291236,1984-07-28,
L6227297568,L-7009674,L,1,F,1965-03-27,729947,1,6227297568,1999-03-22,
L6224819846,L-9027166,L,1,M,1999-04-25,199125,1,6224819846,2004-08-13,
L6223856891,L-4251474,L,1,M,1975-11-07,318231,1,6223856891,1984-05-21,
L6220086795,L-2571296,L,1,M,1972-12-31,718040,1,6220086795,2019-10-06,
L6217223705,L-2430284,L,1,M,2018-02-26,957103,1,6217223705,2022-05-08,
L6215745063,L-8323347,L,1,M,1990-07-05,629794,1,6215745063,1996-08-08,
L6191704285,L-7046492,L,1,M,2016-07-27,267704,1,6191704285,2020-01-09,
L6191382879,L-8474449,L,0,M,1976-05-11,899097,1,6191382879,2005-11-24,2006-12-04
L6186864292,L-1122498,L,1,F,1977-11-21,652549,1,6186864292,1982-03-16,
L6185633061,L-2834642,L,1,F,1998-04-02,251309,1,6185633061,2005-06-22,
L6185086341,L-4285959,L,1,M,1965-10-16,224396,1,6185086341,2013-06-15,
L6184242801,L-4684051,L,1,F,2018-04-08,618595,1,6184242801,2022-09-08,
L6180814470,L-6196300,L,1,M,1973-05-29,418592,1,6180814470,1986-02-14,
L6178270466,L-3790034,L,1,M,1957-05-16,338737,1,6178270466,1994-07-29,
L6165838725,L-7778997,L,1,M,1983-04-17,756068,1,6165838725,2014-02-27,
L6165832741,L-3797974,L,1,M,2005-04-15,630962,1,6165832741,2006-06-13,
L6162974745,L-6026390,L,1,M,2002-03-20,203752,1,6162974745,2015-07-01,
L6157003361,L-7773544,L,1,F,1985-07-18,601997,1,6157003361,2022-07-31,
L6152435457,L-4435276,L,1,F,2009-09-09,708412,1,6152435457,2016-09-24,
L6152376562,L-5975717,L,1,F,1900-01-01,296865,1,6152376562,1984-12-26,
L6150814870,L-8523309,L,1,M,2022-01-25,355012,1,6150814870,2026-05-10,
B6148291521,L-7821803,L,1,F,2006-12-31,274862,0,6148291521,2010-08-03,
L6139083709,L-7322960,L,1,F,1958-10-06,638755,1,6139083709,1985-01-10,
L6133063549,L-4001480,L,1,M,1992-02-03,959188,1,6133063549,1994-06-10,
L6127782185,L-9527216,L,1,F,1968-06-07,254646,1,6127782185,1991-07-03,
L6123809610,L-5623791,L,1,M,2007-11-04,355517,1,6123809610,2009-09-19,
L6117638918,L-3489786,L,1,M,1963-08-02,503721,1,6117638918,1998-03-24,
L6116951586,L-9876826,L,1,F,1990-09-14,189210,1,6116951586,2017-09-19,
L6111366123,L-7753763,L,1,F,1951-04-21,695298,1,6111366123,2009-06-25,
L6110243415,L-2428276,L,1,F,1964-03-05,282520,1,6110243415,2019-11-18,
K6108559181,L-5475666,L,1,M,1983-04-11,509131,0,6108559181,1991-08-13,
L6104983868,L-5477877,L,1,M,2017-01-27,341741,1,6104983868,2021-02-20,
B6097066380,L-4564963,L,1,M,1969-07-11,742503,0,6097066380,1983-03-02,
L6094268135,L-4849021,L,1,F,1961-10-13,957849,1,6094268135,1991-07-15,
L6091689921,L-2632957,L,1,F,1985-01-01,461007,1,6091689921,1998-01-27,
L6091641585,L-2687669,L,1,M,2010-10-13,616062,1,6091641585,2020-08-01,
L6088480488,L-2256319,L,1,F,1987-01-21,707620,1,6088480488,2019-02-27,
L6082881631,L-7935021,L,1,F,1970-01-04,388554,1,6082881631,2020-04-15,
L6079634006,L-2018213,L,1,M,1962-04-30,362262,1,6079634006,1993-02-01,
L6071282428,L-2675649,L,1,M,1973-06-03,652076,1,6071282428,2008-03-18,
P6069760923,L-8542509,L,1,F,2012-09-20,533970,0,6069760923,2017-07-30,
L6067089553,L-4375020,L,1,F,1998-11-07,265115,1,6067089553,2001-05-21,
L6066022976,L-5319177,L,0,M,1960-05-07,389629,1,6066022976,2017-11-09,2018-02-28
L6060874415,L-4733966,L,1,F,1988-04-10,439113,1,6060874415,1990-03-28,
L6059730638,L-4765346,L,1,F,2017-10-02,789916,1,6059730638,2022-03-30,
L6059730638,L-9014642,L,1,M,2017-10-02,403489,0,6059730638,2020-03-11,
L6056589899,L-5195799,L,1,F,1955-07-10,209811,1,6056589899,2000-02-23,
L6056427850,L-8763343,L,1,M,1990-10-27,197739,1,6056427850,1998-02-20,
L6054908229,L-9218815,L,1,M,1969-12-12,683613,1,6054908229,1996-03-07,
L6051389591,L-5479371,L,1,M,1999-08-31,742752,1,6051389591,2006-12-05,
L6044025682,L-4633629,L,1,M,1996-11-22,380004,1,6044025682,2010-06-22,
L6039051998,L-7829237,L,1,F,1982-02-03,637741,1,6039051998,1988-12-31,
L6038021202,L-2008015,L,1,M,2021-05-09,639132,1,6038021202,2025-04-05,
K6037103553,L-9999572,L,1,M,1950-04-19,747234,0,6037103553,2002-08-20,
L6036260308,L-7108598,L,1,M,2007-09-11,525420,1,6036260308,2009-05-01,
L6024993876,L-7529771,L,1,M,2017-05-21,851037,1,6024993876,2019-02-07,
L6018682437,L-3373724,L,1,F,2000-02-05,987831,1,6018682437,2021-08-20,
L6012810323,L-1368669,L,1,M,1964-09-21,741301,1,6012810323,2022-03-23,
I6011640596,L-4375339,L,1,M,1952-05-21,131927,0,6011640596,1997-10-11,
L6011022423,L-5417890,L,0,M,1976-01-02,121816,1,6011022423,1994-07-04,1997-01-24
L6005206166,L-5427603,L,1,M,2002-10-16,271937,1,6005206166,2005-05-18,
L6004185938,L-6978898,L,1,F,2005-05-23,998261,1,6004185938,2022-08-30,
L5999662849,L-3346906,L,0,M,1983-06-06,844987,1,5999662849,2000-04-09,2002-05-18
I5996642496,L-8571258,L,1,M,2001-06-03,242170,0,5996642496,2018-03-17,
P5972692058,L-3788553,L,1,F,1984-08-09,754648,0,5972692058,2009-02-02,
L5972224489,L-3144642,L,1,F,1983-12-10,735829,1,5972224489,2016-09-06,
L5969769761,L-4753874,L,1,F,2016-12-09,707203,1,5969769761,2018-12-14,
L5969321974,L-6909934,L,1,M,1986-05-07,112029,1,5969321974,2003-06-07,
L5966478110,L-9945807,L,1,F,1988-08-26,190001,1,5966478110,2019-10-09,
C5964738015,L-8040196,L,1,F,1967-01-26,653348,0,5964738015,1992-10-14,
L5964618083,L-1708528,L,1,M,1981-06-13,682377,1,5964618083,2014-07-15,
L5950362201,L-3036368,L,1,M,1967-03-09,977783,1,5950362201,2020-12-05,
L5944165417,L-7296453,L,1,F,1995-01-31,293607,1,5944165417,2020-11-24,
L5943303253,L-9183267,L,1,M,1988-02-18,131410,1,5943303253,1992-08-02,
E5937663990,L-3667152,L,1,M,1975-12-12,721012,0,5937663990,1989-04-03,
L5937452809,L-8466507,L,1,F,2021-05-10,965364,1,5937452809,2024-08-13,
L5933221366,L-1170900,L,1,M,1972-03-14,722225,1,5933221366,1998-01-18,
L5929780005,L-3940248,L,1,M,2007-01-20,971157,1,5929780005,2019-05-29,
L5925836908,L-5363302,L,1,M,2008-12-30,798150,1,5925836908,2010-07-28,
L5914406373,L-1748992,L,1,F,1987-04-21,677908,1,5914406373,2014-02-13,
L5914240984,L-5820258,L,1,M,2009-10-24,900045,1,5914240984,2012-05-21,
L5909338622,L-7976146,L,0,M,1989-03-15,485196,1,5909338622,2014-06-10,2016-06-29
L5908691566,L-1193538,L,1,M,1969-09-23,441389,1,5908691566,2014-06-14,
L5901264146,L-3753601,L,1,M,2002-01-31,819051,1,5901264146,2020-01-23,
L5899756417,L-8688826,L,1,M,1969-05-03,830649,1,5899756417,1981-01-05,
L5898052829,L-6173532,L,0,M,2003-03-21,588971,1,5898052829,2005-02-28,2006-11-30
L5897953805,L-9547748,L,1,F,2019-06-03,304574,1,5897953805,2020-07-18,
L5894499065,L-5360115,L,1,M,2014-02-01,132786,1,5894499065,2018-09-18,
L5891795612,L-6508881,L,1,M,2006-06-03,456710,1,5891795612,2007-06-10,
L5886128550,L-3273255,L,1,M,1954-01-02,698965,1,5886128550,1989-03-29,
L5884917190,L-3188574,L,1,M,1966-12-28,650650,1,5884917190,2008-03-25,
L5874377169,L-2358051,L,1,M,1963-05-10,324932,1,5874377169,2010-09-21,
L5869076322,L-3900845,L,1,M,1978-10-10,328729,1,5869076322,2013-09-27,
L5865773001,L-9592773,L,1,M,2008-11-03,460543,1,5865773001,2011-05-13,
L5864508334,L-6579461,L,1,F,1954-01-05,179340,1,5864508334,1987-10-27,
L5861513559,L-9240064,L,0,F,2003-02-22,804785,1,5861513559,2009-08-09,2011-10-19
L5860809916,L-3323235,L,1,F,1958-08-20,385044,1,5860809916,1997-12-25,
L5853333602,L-6706872,L,0,M,1989-07-22,840255,1,5853333602,1995-06-26,1997-05-29
L5852081673,L-5365457,L,1,F,1962-07-03,904598,1,5852081673,2009-07-17,
L5845867169,L-7984101,L,1,M,1987-08-14,386304,1,5845867169,2011-05-18,
L5838514065,L-3672155,L,1,M,1967-11-01,839659,1,5838514065,1991-02-23,
L5838390585,L-7368096,L,1,M,1972-02-15,371297,1,5838390585,2016-08-19,
L5837899070,L-6350459,L,1,F,1996-02-27,685368,1,5837899070,2004-04-20,
L5832805035,L-5279635,L,1,F,1996-11-13,192693,1,5832805035,2015-01-27,
L5831100828,L-2535365,L,1,M,1953-11-18,890351,1,5831100828,2021-04-14,
L5830632555,L-3143373,L,1,F,1993-06-08,935223,1,5830632555,2007-04-01,
L5826933429,L-4887412,L,1,F,1957-12-15,371769,1,5826933429,1981-07-16,
L5821677663,L-1508698,L,1,F,1954-01-02,891125,1,5821677663,2011-06-25,
L5809203956,L-4651921,L,1,M,1991-08-19,403660,1,5809203956,2019-12-13,
L5808141596,L-2989715,L,1,F,1960-01-24,608059,1,5808141596,1997-05-18,
L5804456526,L-4872533,L,1,F,1950-11-09,646592,1,5804456526,1983-12-09,
L5802484198,L-9959971,L,1,F,2021-12-17,218613,1,5802484198,2026-05-23,
L5794450624,L-5088609,L,1,M,1995-10-05,126336,1,5794450624,2008-02-06,
L5794267672,L-4082930,L,1,M,1989-11-07,660656,1,5794267672,2000-09-01,
L5794086853,L-5629522,L,1,M,2013-08-29,910733,1,5794086853,2022-09-16,
L5785599886,L-6027142,L,1,F,2013-05-12,328814,1,5785599886,2016-02-23,
L5782468774,L-7662265,L,1,M,2018-12-19,153765,1,5782468774,2021-04-18,
L5780921715,L-1730970,L,1,F,1960-12-27,582325,1,5780921715,1988-10-24,
L5779699382,L-2922899,L,1,M,1962-08-24,237278,1,5779699382,1991-01-28,
L5775538009,L-1751106,L,1,F,1975-10-18,575085,1,5775538009,2022-05-27,
F5774545663,L-3499817,L,1,M,1991-06-26,875189,0,5774545663,2004-06-05,
D5770541185,L-6998724,L,1,M,1983-06-06,265299,0,5770541185,1983-06-12,
L5766691126,L-8489843,L,1,M,1990-04-22,844565,1,5766691126,1990-08-17,
H5762389148,L-5027231,L,1,M,1973-05-26,900551,0,5762389148,1981-12-28,
L5760055024,L-2107620,L,1,M,1955-08-29,388954,1,5760055024,2002-01-14,
L5757322047,L-6365048,L,1,F,1975-09-25,556733,1,5757322047,2008-01-26,
L5756874029,L-4617370,L,1,M,1960-06-02,600802,1,5756874029,2014-07-29,
L5751942773,L-8655337,L,1,M,1995-09-14,631421,1,5751942773,2001-05-24,
L5750354053,L-5519505,L,1,F,2002-05-09,978690,1,5750354053,2004-01-28,
L5746328844,L-9514822,L,1,M,1953-04-18,693673,1,5746328844,2004-06-23,
L5736935127,L-1542837,L,1,M,2009-03-16,447149,1,5736935127,2010-06-10,
L5729452588,L-5275442,L,1,M,1995-04-21,853000,1,5729452588,2018-04-30,
L5727912258,L-2681067,L,0,F,1968-11-20,370319,1,5727912258,2012-11-05,2013-12-07
F5723089949,L-7675596,L,1,M,1983-02-10,907741,0,5723089949,2009-10-08,
L5721878918,L-2885319,L,1,M,1992-04-20,266848,1,5721878918,1995-02-16,
L5721520722,L-9400781,L,0,F,1977-09-27,950279,1,5721520722,2020-10-28,2022-10-27
L5713467567,L-5193126,L,1,M,1981-08-23,980155,1,5713467567,1990-10-17,
L5713356073,L-8379273,L,1,F,1962-07-29,727263,1,5713356073,2004-07-13,
L5712880883,L-9661842,L,1,M,1992-07-01,881822,1,5712880883,2020-11-26,
N5711865866,L-2912955,L,1,M,1957-06-23,624613,0,5711865866,1991-08-24,
L5706961460,L-4624545,L,1,F,1975-01-01,762068,1,5706961460,2003-04-22,
L5701149841,L-6539364,L,1,F,1989-01-04,956140,1,5701149841,1994-06-09,
L5697620702,L-6406742,L,1,M,1974-10-07,679934,1,5697620702,1989-02-23,
L5694239799,L-1819410,L,1,M,1955-06-29,361498,1,5694239799,1984-08-09,
C5686664699,L-9084460,L,1,F,1979-03-23,726650,0,5686664699,2017-05-27,
L5686159789,L-6561214,L,1,M,2006-06-19,878171,1,5686159789,2010-06-27,
L5684835484,L-3471636,L,0,M,1951-07-19,527097,1,5684835484,2018-10-24,2020-04-11
L5683691071,L-9602348,L,1,M,1956-11-29,658742,1,5683691071,1990-05-11,
L5681449909,L-4054707,L,1,M,1986-11-20,648788,1,5681449909,2017-01-17,
D5679068474,L-4263159,L,1,F,2014-07-24,832533,0,5679068474,2017-02-26,
L5677869525,L-2784034,L,1,F,1993-08-06,979965,1,5677869525,1997-11-11,
L5677569105,L-4887218,L,1,F,1989-01-05,262804,1,5677569105,2008-04-25,
L5676355193,L-4435717,L,1,F,2001-02-22,867248,1,5676355193,2017-04-17,
L5668357555,L-3359032,L,1,F,1998-08-06,419035,1,5668357555,2003-07-06,
L5667027776,L-6830757,L,1,M,1991-11-05,869771,1,5667027776,1994-01-15,
L5666995474,L-8156531,L,0,M,1991-10-22,777781,1,5666995474,2018-06-27,2019-02-15
L5665958552,L-7528707,L,1,F,2016-01-17,848107,1,5665958552,2017-09-14,
L5665088379,L-9445182,L,1,F,1966-10-05,607295,1,5665088379,2019-03-27,
L5662035469,L-5384551,L,1,M,1953-11-11,826244,1,5662035469,1981-07-13,
L5658818328,L-7778535,L,1,F,1966-07-12,223731,1,5658818328,1996-08-04,
L5653394678,L-7291370,L,1,F,1955-02-26,575204,1,5653394678,1995-07-22,
L5648596930,L-2673442,L,1,M,1980-11-13,141637,1,5648596930,2005-03-14,
L5645732688,L-2867227,L,1,M,1955-08-28,125199,1,5645732688,1989-02-09,
L5632830850,L-8134515,L,1,F,2009-11-28,708237,1,5632830850,2012-05-10,
L5619419495,L-5300534,L,1,M,1979-04-28,724569,1,5619419495,1995-12-25,
L5611554657,L-4239021,L,1,F,1972-08-18,302855,1,5611554657,2010-06-30,
L5611189318,L-6223450,L,1,M,1968-11-13,460849,1,5611189318,2012-04-25,
L5610463392,L-5162651,L,1,M,1962-10-19,129046,1,5610463392,1998-03-18,
L5602245244,L-8123981,L,1,F,2020-05-07,679813,1,5602245244,2021-05-29,
L5601333208,L-6327187,L,1,F,2016-10-06,469653,1,5601333208,2021-05-11,
L5596318068,L-1832103,L,1,M,1976-09-27,881841,1,5596318068,1987-07-14,
G5595937333,L-8974919,L,1,F,2018-03-07,242466,0,5595937333,2020-09-12,
L5587263587,L-1948066,L,1,F,1979-03-03,780497,1,5587263587,2015-05-04,
L5587120840,L-6344413,L,1,F,1965-02-10,749011,1,5587120840,2021-06-26,
L5586465972,L-4874831,L,1,F,1988-12-17,130307,1,5586465972,1993-06-21,
L5583571715,L-2331558,L,0,F,1960-04-01,856021,1,5583571715,1996-09-16,1997-08-25
L5578779302,L-2695366,L,1,F,1967-11-24,453588,1,5578779302,2002-03-09,
L5575319089,L-5189270,L,1,F,1978-10-17,891940,1,5575319089,2015-01-08,
L5575065096,L-6660621,L,1,M,2008-08-17,152557,1,5575065096,2010-12-23,
L5573343882,L-8666610,L,1,M,1956-11-02,824374,1,5573343882,2001-10-21,
L5571744294,L-1831449,L,1,M,1991-10-11,595348,1,5571744294,2019-07-15,
L5570952636,L-9310873,L,1,M,1995-03-02,894179,1,5570952636,1999-07-21,
L5568190976,L-9013820,L,1,F,1965-04-03,257903,1,5568190976,2001-03-03,
L5567124594,L-5748188,L,1,F,1979-01-25,937804,1,5567124594,1994-03-27,
G5565024763,L-4403530,L,1,M,2015-12-20,761541,0,5565024763,2017-05-04,
L5560270731,L-2919615,L,1,F,2007-09-29,908200,1,5560270731,2009-04-02,
M9995205036,M-9312644,M,1,F,1955-08-03,442895,1,9995205036,1986-12-29,
M9990151826,M-1919160,M,0,F,1998-06-12,869905,1,9990151826,2000-03-23,2000-12-12
M9988454396,M-1615014,M,1,M,2018-10-06,712172,1,9988454396,2023-06-05,
M9982023115,M-9275972,M,1,F,1990-06-23,302844,1,9982023115,1999-07-26,
M9977203302,M-8698483,M,1,M,1993-10-01,558138,1,9977203302,2022-02-28,
M9974923587,M-6021603,M,1,F,1990-06-05,526308,1,9974923587,2008-04-02,
M9974018128,M-6612823,M,1,F,2017-01-27,677117,1,9974018128,2019-09-21,
M9973717830,M-5537020,M,1,M,1981-05-22,990724,1,9973717830,2011-06-06,
M9972971029,M-3048755,M,1,M,1998-05-11,835652,1,9972971029,2003-07-30,
M9966698632,M-2021322,M,1,M,2008-04-04,323187,1,9966698632,2019-03-29,
M9962732178,M-3710388,M,1,M,1975-01-14,782443,1,9962732178,2006-11-02,
M9956620694,M-8187029,M,1,M,2017-02-09,833687,1,9956620694,2022-04-26,
M9950366300,M-5960095,M,1,M,1955-03-09,912691,1,9950366300,2012-05-07,
M9949059272,M-3274338,M,1,F,2001-12-26,715179,1,9949059272,2003-12-20,
M9946410467,M-5368915,M,1,F,1983-10-14,525796,1,9946410467,1986-08-10,
D9939538552,M-8119901,M,1,F,1960-02-17,449836,0,9939538552,2000-05-08,
M9937111273,M-7058023,M,1,M,1984-09-14,531346,1,9937111273,2021-03-24,
M9936272654,M-4816621,M,1,F,2013-01-02,133844,1,9936272654,2015-03-16,
M9931561997,M-7864216,M,1,F,1992-03-28,221469,1,9931561997,2010-12-02,
M9925482178,M-5089487,M,1,M,2023-01-08,717283,1,9925482178,2027-09-02,
M9924887216,M-2285831,M,1,M,2013-06-12,808147,1,9924887216,2016-09-19,
M9924353227,M-7621550,M,1,F,1974-04-14,819744,1,9924353227,1984-04-30,
M9918198668,M-6209304,M,1,F,1969-02-14,747216,1,9918198668,2001-02-15,
M9917677261,M-6550211,M,1,M,1970-02-26,881413,1,9917677261,2023-04-06,
M9914948684,M-8742560,M,1,F,1956-09-18,783359,1,9914948684,2013-09-15,
M9908808656,M-1638827,M,1,F,1958-02-12,925225,1,9908808656,1986-01-11,
M9908783455,M-3751067,M,1,F,1964-05-23,772348,1,9908783455,1986-08-26,
M9908272269,M-2849128,M,0,F,1977-07-06,297108,1,9908272269,2018-03-20,2019-09-29
M9904259227,M-9805065,M,1,F,1970-07-24,977711,1,9904259227,1985-07-04,
M9902898078,M-4665753,M,1,M,1979-06-27,510132,1,9902898078,1989-03-19,
M9899915223,M-7659140,M,1,M,1977-10-01,261752,1,9899915223,1982-09-06,
O9899163840,M-4148163,M,1,M,2013-10-02,375763,0,9899163840,2014-11-18,
M9894081214,M-4116090,M,1,M,1988-04-21,600881,1,9894081214,2009-04-23,
M9893124235,M-6001909,M,1,F,1964-08-25,726923,1,9893124235,2017-01-05,
O9890814700,M-4445751,M,1,M,1951-08-31,876668,0,9890814700,2000-08-29,
M9887608066,M-7910280,M,1,F,2007-02-18,609730,1,9887608066,2009-08-15,
M9886170703,M-5748368,M,1,F,1973-03-23,584503,1,9886170703,1998-11-11,
M9885410709,M-6545501,M,1,M,2014-10-28,164159,1,9885410709,2017-02-06,
M9878027373,M-4777776,M,1,M,2010-04-06,825511,1,9878027373,2011-09-12,
P9873115835,M-1755313,M,1,F,1987-06-19,386269,0,9873115835,2010-05-29,
M9872456411,M-5533755,M,1,M,1987-12-27,791850,1,9872456411,2017-08-08,
M9871121096,M-8501105,M,0,F,1956-05-06,763480,1,9871121096,2016-07-16,2016-12-11
G9865203444,M-2086675,M,1,M,2019-04-03,667026,0,9865203444,2022-12-18,
M9865096374,M-8409713,M,1,M,1994-01-18,287993,1,9865096374,2014-10-05,
M9864742855,M-1974476,M,1,F,1970-07-14,724346,1,9864742855,2016-08-05,
M9861552792,M-9627130,M,1,F,1950-02-07,217682,1,9861552792,2015-09-14,
M9856066781,M-3464589,M,1,M,2004-07-09,887977,1,9856066781,2007-03-16,
M9854092960,M-3539325,M,1,M,1997-07-05,693278,1,9854092960,2021-08-22,
C9832557639,M-6860203,M,0,M,1965-10-09,759298,0,9832557639,1999-06-11,2000-12-25
M9831849617,M-4746580,M,1,F,2000-04-16,336794,1,9831849617,2002-08-05,
M9818024169,M-2580546,M,1,M,1984-02-12,183369,1,9818024169,2011-06-29,
M9816720941,M-5242167,M,1,M,1968-10-22,798329,1,9816720941,2017-01-20,
M9813751741,M-5095170,M,1,M,2002-10-18,465286,1,9813751741,2006-10-14,
M9808253570,M-6502808,M,0,M,2006-09-25,569890,1,9808253570,2010-08-12,2012-09-17
H9806257720,M-4988279,M,1,M,1966-04-10,293724,0,9806257720,1990-04-06,
M9803410825,M-9240335,M,1,M,2006-06-03,424269,1,9803410825,2012-03-07,
M9801512935,M-5054681,M,1,M,1974-08-24,842345,1,9801512935,1983-06-06,
M9787262104,M-7769516,M,1,F,2010-10-07,407413,1,9787262104,2022-09-16,
M9783305443,M-8993221,M,1,M,1989-05-23,432534,1,9783305443,1991-06-08,
M9782130905,M-2794391,M,1,M,1986-05-08,120391,1,9782130905,2004-01-20,
M9777538412,M-6561441,M,1,M,1988-02-11,155141,1,9777538412,1989-09-13,
M9770879443,M-7449877,M,1,M,1965-11-15,741163,1,9770879443,2005-10-12,
M9769934298,M-5692968,M,1,M,1978-06-01,345485,1,9769934298,2018-01-05,
M9769798895,M-2315319,M,1,F,1967-06-03,579008,1,9769798895,2010-07-18,
M9768695597,M-9940026,M,1,M,1974-12-15,188841,1,9768695597,2010-09-20,
M9768028847,M-6836066,M,0,M,1974-05-13,747894,1,9768028847,2014-03-11,2015-01-03
M9765685848,M-6914102,M,1,M,1994-08-19,162814,1,9765685848,2015-05-28,
M9764922803,M-4292201,M,1,M,1954-11-20,390511,1,9764922803,2011-04-14,
M9762521865,M-5135471,M,1,M,1965-02-24,334174,1,9762521865,2013-08-17,
M9761036421,M-2167472,M,1,F,1999-08-30,950745,1,9761036421,2002-07-28,
M9760306271,M-5311520,M,1,M,1993-05-21,878386,1,9760306271,1997-05-14,
M9759225614,M-2941954,M,1,M,1973-05-29,122719,1,9759225614,2015-05-11,
M9758348150,M-7335519,M,1,M,1960-12-08,549963,1,9758348150,1983-01-15,
B9757252761,M-6890433,M,1,F,1975-12-18,531211,0,9757252761,1997-05-24,
M9752400810,M-3673023,M,1,M,2020-12-01,972529,1,9752400810,2025-12-31,
N9751550098,M-5054560,M,1,F,1967-03-26,500562,0,9751550098,2007-11-01,
O9748362904,M-2716642,M,1,F,1954-11-20,197446,0,9748362904,2019-11-03,
M9746505883,M-2422709,M,1,F,1965-03-12,318546,1,9746505883,2004-05-09,
M9743439907,M-1557977,M,1,F,1955-04-28,307973,1,9743439907,2016-08-06,
M9742030862,M-9894815,M,1,F,1965-05-27,603529,1,9742030862,1994-05-08,
M9741458108,M-9159124,M,1,M,1990-10-11,430533,1,9741458108,2008-04-24,
M9740210035,M-6946550,M,1,M,1985-12-14,185909,1,9740210035,1993-05-01,
M9728076973,M-6756873,M,1,F,1951-01-26,380261,1,9728076973,1994-06-28,
M9724199709,M-8403816,M,1,M,1991-01-03,164181,1,9724199709,1996-06-24,
M9713377164,M-6752680,M,1,M,2012-09-06,693158,1,9713377164,2015-06-13,
M9712638634,M-3317466,M,1,M,2007-03-04,418536,1,9712638634,2008-09-21,
