CUSTOMERID,CardAccountNumber,CardNumber,isActive
H-1152126,LFLZ2087,4472-6459-3197-1314,1
H-1158459,GMPS2648,4472-9518-9099-5463,1
H-1160554,QXCO5471,4472-6546-80-3296,1
H-1178784,CWKG8176,4472-5584-6217-1423,1
H-1183803,BEOR6578,4472-7619-2569-4548,1
H-1190615,SPBS9605,4472-4912-926-4056,1
H-1193124,HBRB1815,4472-4177-2256-1778,1
H-1195789,SOBG6362,4472-7991-4332-7719,1
H-1205926,EWNU5112,4472-7746-9091-1940,1
H-1216780,MHQU4917,4472-7742-8085-6565,1
H-1219320,KYRY2607,4472-5572-8889-5818,1
H-1221973,KHXF5752,4472-753-6538-8632,1
H-1246515,XONP2055,4472-2042-934-3243,1
H-1257303,ILJB5941,4472-8332-129-251,1
H-1264998,JQPA8312,4472-3770-8882-2906,1
H-1288253,JQQH6105,4472-8887-135-5133,1
H-1295054,XCJS6281,4472-4078-995-9175,1
H-1309944,BHOT6589,4472-7181-8187-4997,1
H-1311500,OGMR5476,4472-4910-1608-3525,1
H-1312264,IRSY9182,4472-9790-7407-2821,1
H-1312518,GIKJ8126,4472-81-4989-4716,1
H-1317923,ONJD9516,4472-2180-8313-9336,1
H-1318508,KITY9359,4472-4188-7968-46,1
H-1318769,XGWX7467,4472-5387-2615-7848,1
H-1327083,LPEF3894,4472-2960-4797-6205,1
H-1331649,GAPR3665,4472-2521-6579-1883,1
H-1345108,GNRN9062,4472-6418-6100-7858,1
H-1353929,LQYQ4829,4472-8199-5423-7412,1
H-1359574,SUQT7498,4472-5931-6128-5054,1
H-1361621,KKFH5763,4472-3567-250-9935,1
H-1370256,GWGG2831,4472-2135-6722-6676,1
H-1392977,ZGNG1957,4472-1441-1107-7189,1
H-1397398,XORZ6237,4472-5296-2953-7184,1
H-1418727,GMHF2007,4472-8571-7524-9305,1
H-1433652,XYAX3656,4472-4560-6564-1543,1
H-1433654,PSFK7686,4472-2381-5661-3868,1
H-1438561,DRUO4592,4472-5328-3419-6174,1
H-1438812,KFIE8337,4472-8815-846-2328,1
H-1441628,YFPT5982,4472-3749-8571-5169,1
H-1442805,JBFE7575,4472-2166-1795-9621,1
H-1455086,IIUF8333,4472-449-7772-9228,1
H-1465770,UBKS8117,4472-8494-3338-1395,1
H-1479635,BZJD5177,4472-9274-8194-8559,1
H-1480191,VLVX9444,4472-9877-900-545,1
H-1485208,VYJR4056,4472-4818-3006-9029,1
H-1490169,IWUN7617,4472-5935-5776-8910,1
H-1501215,QBJM1707,4472-4267-373-6098,1
H-1514038,HLRZ9841,4472-3171-7132-5109,1
H-1521687,BCXY1869,4472-8358-6063-289,1
H-1523052,VHFY7443,4472-1923-5297-3008,1
H-1529874,VNIJ2639,4472-9727-9037-5468,1
H-1544656,MMNS3563,4472-3121-9982-7371,1
H-1558099,LGUM2858,4472-6971-9308-309,1
H-1558432,TMCN5998,4472-5751-1491-1708,1
H-1563596,FOFN9017,4472-2648-6700-3554,1
H-1563721,NLMA8629,4472-4738-7335-9979,1
H-1575087,DWDG8804,4472-504-5940-8388,1
H-1591761,CRNB6407,4472-9638-3725-6795,1
H-1594325,YQSO6169,4472-9043-4692-8301,1
H-1598439,BFUS7341,4472-1318-3969-203,1
H-1600661,ZSVZ9707,4472-1426-5898-873,1
H-1602777,JVVI9768,4472-800-215-6812,1
H-1603112,AJMO7858,4472-6891-7375-7398,1
H-1606240,PGID6438,4472-7524-7792-6527,1
H-1619135,ABEB9825,4472-1953-7920-9206,1
H-1620486,KMBZ6829,4472-3658-5098-2479,1
H-1627392,QGIU7665,4472-7000-298-1376,1
H-1627752,KRBH9892,4472-4746-4114-791,1
H-1630387,EDJU1462,4472-1652-7801-4015,1
H-1658745,FSPR8379,4472-3973-1282-7972,1
H-1672884,PVYE1127,4472-2716-592-3266,1
H-1673235,RDFW7108,4472-2894-2490-4140,1
H-1680758,YIAR7261,4472-1943-3943-4104,1
H-1681985,QBFM2136,4472-7371-4853-5845,1
H-1687699,NACH4494,4472-1715-4929-8209,1
H-1688359,FQIV2851,4472-2465-2957-9253,1
H-1690118,JTXG7292,4472-6144-8493-9339,1
H-1692439,ASHS8309,4472-3189-3301-4336,1
H-1695063,TQHJ4113,4472-9624-6745-1214,1
H-1703200,HYRK1840,4472-1075-6014-9194,1
H-1706638,MBKH6032,4472-3099-3396-7871,1
H-1719734,ABCL7715,4472-3671-4546-5590,1
H-1754267,OIVF3262,4472-5669-2577-5742,1
H-1756948,RCNB3114,4472-7709-3951-75,1
H-1767812,LAID6339,4472-5121-6588-6185,1
H-1771986,AFBN7434,4472-6746-7940-4433,1
H-1776917,LDSH6315,4472-3192-3444-6991,1
H-1777773,HZNV6790,4472-4591-2545-450,1
H-1785235,WZXS7174,4472-313-545-2464,1
H-1787504,RCBI7581,4472-3948-1765-7508,1
H-1788413,LLVT9135,4472-8576-8974-8508,1
H-1791325,QXRC2701,4472-7315-4715-9779,1
H-1792855,VMCI5013,4472-6055-5091-5710,1
H-1799958,LWZQ6805,4472-2374-5564-4174,1
H-1803359,PFTC6774,4472-6693-3939-9855,1
H-1805766,LCSX4379,4472-9915-8623-1633,1
H-1808482,YZCW9353,4472-217-8274-4730,1
H-1809913,WLCL9229,4472-4422-6546-1450,1
H-1811953,ANZH3608,4472-69-5558-5044,1
H-1813894,NOGA9709,4472-8025-1465-1489,1
H-1814369,YEIC7952,4472-348-3559-6105,1
H-1816607,XWNO7342,4472-6671-9305-6561,1
H-1819152,TRMR5275,4472-2872-9120-5733,1
H-1819169,RSGN6025,4472-2058-9343-1673,1
H-1851364,ZLJD9434,4472-1478-5020-2193,1
H-1854824,MVOE4171,4472-5852-8636-338,1
H-1859529,DDXN6062,4472-1276-663-2095,1
H-1863219,CYMN7673,4472-5014-8051-1454,1
H-1866112,KBVP9961,4472-8937-9679-711,1
H-1872839,UPRR2658,4472-3284-6537-8046,1
H-1873448,LERP5982,4472-724-2784-9505,1
H-1899520,WZQG2438,4472-9749-8564-9521,1
H-1903141,JRTV6424,4472-7868-7875-7555,1
H-1908629,LMKL3401,4472-5308-6726-9116,1
H-1912562,TILG9361,4472-4960-1624-3799,1
H-1921392,GDWF4577,4472-517-4805-3772,1
H-1927512,KCJK2565,4472-6253-3183-3090,1
H-1929562,FFER3346,4472-542-400-8639,1
H-1943440,ECQN2129,4472-435-2947-3611,1
H-1946191,RDFI6922,4472-2579-1731-7487,1
H-1946533,YCTA4908,4472-8062-1950-8904,1
H-1952231,HJSC8095,4472-1368-8319-5367,1
H-1955520,LQXN4439,4472-6970-7547-361,1
H-1960726,MFXC6859,4472-9596-1996-7963,1
H-1963305,MIVP5632,4472-7034-4648-3401,1
H-1996785,PMCC3604,4472-9545-4112-8558,1
H-2002701,VNOF9876,4472-7131-5587-8806,1
H-2013320,SWBP1153,4472-675-7972-3104,1
H-2015688,MXLB9406,4472-9589-6435-3914,1
H-2017982,KXGN1771,4472-5641-1649-7511,1
H-2019616,RHXO1972,4472-3455-1898-5439,1
H-2024721,BVHH2134,4472-7757-7040-8565,1
H-2029061,EVCQ5186,4472-3518-2520-4911,1
H-2042461,CTKK3941,4472-17-551-2894,1
H-2043811,UHUZ3892,4472-8147-852-6938,1
H-2044299,CRSK2414,4472-7987-8843-8989,1
H-2046112,NRBR9234,4472-4864-1255-9201,1
H-2049812,XUDD8823,4472-9243-4585-2263,1
H-2057247,XQBM4759,4472-9248-2695-7208,1
H-2059689,RRCH1448,4472-9388-6709-2138,1
H-2066838,ULZC8637,4472-9373-6451-7874,1
H-2070078,HCSR7523,4472-1847-3415-5639,1
H-2081838,KTFZ4137,4472-8896-3858-3196,1
H-2086056,YPCC4292,4472-2377-1472-7565,1
H-2097647,AEYA6926,4472-6179-8601-6853,1
H-2109570,LTKX8320,4472-9030-1525-2642,1
H-2118329,FMDS6800,4472-2900-494-685,1
H-2121502,HDPA3632,4472-36-6678-504,1
H-2122788,WNEU6911,4472-1973-6745-4188,1
H-2142113,ZWYH5050,4472-8002-2970-7431,1
H-2172070,VGCD9518,4472-7861-8448-3347,1
H-2220333,LLAR3458,4472-9586-1612-803,1
H-2223071,MHPY6009,4472-3888-72-4191,1
H-2224759,CYSP2580,4472-9998-802-5317,1
H-2230197,RIZD3936,4472-2475-7666-6434,1
H-2237355,ZGJO5362,4472-4290-8341-4147,1
H-2240467,HGIB9744,4472-7990-1387-8950,1
H-2245924,UZYQ5367,4472-3186-6777-2559,1
H-2246402,TXHY6652,4472-1065-5240-2580,1
H-2251333,DJCZ6082,4472-493-8369-6439,1
H-2257523,VRQP5868,4472-4478-2231-6377,1
H-2258061,PNGW5092,4472-8036-9979-7934,1
H-2263021,IJZC1694,4472-1678-1197-4495,1
H-2271774,IMVZ9399,4472-1853-4648-1142,1
H-2275375,FYUP4091,4472-6625-1769-560,1
H-2279876,RBFQ9281,4472-2350-1395-8585,1
H-2283509,EAGW9421,4472-5757-3339-6107,1
H-2290357,PAXH2013,4472-6444-639-7733,1
H-2291658,EMJC4400,4472-1451-718-7500,1
H-2299975,RZOL8055,4472-3330-7285-9404,1
H-2301824,JPGE6796,4472-3737-1440-8504,1
H-2308895,GLUJ5722,4472-7868-5426-4745,1
H-2311733,TKRV7246,4472-9601-3-9844,1
H-2314557,HJPD2024,4472-3677-6597-5395,1
H-2317120,MNOC7652,4472-1219-2362-8926,1
H-2330760,EDKL5050,4472-7423-57-5061,1
H-2330797,IOSS2288,4472-7105-1724-629,1
H-2337251,CJWA1539,4472-8927-6898-1494,1
H-2338043,JRHS7658,4472-3179-424-9930,1
H-2338562,SHRH9986,4472-8627-739-7159,1
H-2342952,EATF4499,4472-9877-111-6530,1
H-2344081,QSBU4011,4472-8937-6028-6848,1
H-2350838,YJDS9030,4472-9653-6146-886,1
H-2351433,HNBO8681,4472-8364-9545-1844,1
H-2354804,MYQZ5786,4472-1002-6151-1408,1
H-2357784,IHJB9102,4472-8520-2787-8197,1
H-2360977,DJWK6245,4472-6639-7444-3815,1
H-2369473,MGUW2760,4472-269-3202-5635,1
H-2393268,ZEZC8316,4472-904-6760-5529,1
H-2396995,SJZF8281,4472-7883-4526-2433,1
H-2400839,UVQS8128,4472-3751-7383-604,1
H-2404808,YTJG7034,4472-1915-3511-2945,1
H-2407861,MUCN4978,4472-2810-4539-7354,1
H-2414398,TTTE1499,4472-8016-5717-3016,1
H-2420921,ICDN7407,4472-7572-8600-7677,1
H-2428341,DQPI2923,4472-2160-5629-5866,1
H-2431771,NQCX7591,4472-6999-5103-2890,1
H-2447994,GOXU5330,4472-1831-6644-4946,1
H-2452537,AEFE8625,4472-8415-4842-9130,1
H-2459354,SPOB3645,4472-8450-7722-767,1
H-2460502,BSKP4870,4472-9356-1100-3369,1
H-2485984,IZUR3331,4472-3660-8030-4622,1
H-2502461,CJEN6398,4472-9023-4216-8247,1
H-2505093,RZPO9754,4472-8361-3296-5700,1
H-2522739,QGRS7554,4472-8204-6625-4032,1
H-2540084,CPIW8087,4472-7815-2828-170,1
H-2543001,LGHZ8329,4472-1773-7623-3010,1
H-2546033,SFVO9065,4472-9397-7249-9873,1
H-2564067,IGBE7081,4472-3378-2142-154,1
H-2569263,ZGWK7602,4472-2011-3956-1075,1
H-2576042,VVYK2951,4472-3193-2899-2941,1
H-2578928,TJDL4292,4472-445-9396-6810,1
H-2580588,YAZW9760,4472-8433-3665-5431,1
H-2599466,JORW6710,4472-6808-5711-5002,1
H-2599508,PWAA5558,4472-3123-1061-7264,1
H-2607860,SZFR7825,4472-7695-881-6229,1
H-2609279,FXJA2281,4472-2824-8340-4454,1
H-2617854,HRWK2677,4472-5592-3998-8366,1
H-2617976,KFEJ1847,4472-7759-4136-2740,1
H-2618740,TKPW7252,4472-1821-8879-3907,1
H-2624516,EAJN9334,4472-7990-619-3032,1
H-2627531,SKOW4295,4472-1382-1624-4729,1
H-2645835,UZVF6698,4472-557-4033-5513,1
H-2646995,MXKK8974,4472-4714-5082-4544,1
H-2650689,RIAI7141,4472-9266-4568-8717,1
H-2653735,MHJL4828,4472-3275-9428-1318,1
H-2655886,EDOY3741,4472-8207-6662-4562,1
H-2679811,PKZI4601,4472-8103-1841-1646,1
H-2681440,KFXQ6862,4472-9670-5748-2465,1
H-2687159,APLW1962,4472-6816-9684-2066,1
H-2689133,RFLL3860,4472-692-1600-8206,1
H-2693156,BZKJ7635,4472-6528-8871-1597,1
H-2698081,JLQP3013,4472-3379-6348-8367,1
H-2703624,VSWY1324,4472-102-4471-4743,1
H-2707873,TOBO8794,4472-2860-3812-8941,1
H-2710452,INZQ3012,4472-5640-1200-9344,1
H-2712988,WDMX3167,4472-4469-4148-5524,1
H-2721241,HBZW5238,4472-9736-6779-8551,1
H-2727713,JJFC3701,4472-3292-8680-3217,1
H-2739890,AXTD3887,4472-1937-3348-3404,1
H-2773022,ESRA7279,4472-1403-4432-6048,1
H-2774161,TUPP9778,4472-7249-4829-1127,1
H-2780258,LSDE8102,4472-654-737-4701,1
H-2800006,KZKI4408,4472-1125-7514-3480,1
H-2800374,WPNC3577,4472-3302-5038-328,1
H-2822573,GMCN8064,4472-3381-2391-4480,1
H-2833746,EDZW8655,4472-5603-5485-7222,1
H-2855494,DSSP9278,4472-7128-3822-9764,1
H-2858441,AHZR1547,4472-8885-4607-5007,1
H-2870097,MVOL3305,4472-5331-437-4273,1
H-2871865,LZIU3552,4472-1976-8148-746,1
H-2872979,GUAS4727,4472-8563-6409-1753,1
H-2876861,VLZL7873,4472-5971-4688-8863,1
H-2889335,TQKU9144,4472-7269-1660-5260,1
H-2893151,XDDV6482,4472-1289-99-7009,1
H-2897949,EDRT8544,4472-2650-5340-6741,1
H-2898179,DZHD9162,4472-5138-4027-5631,1
H-2912078,KPYK6614,4472-8996-274-4860,1
H-2915619,BFOW3071,4472-4186-347-6604,1
H-2917548,PWQU1517,4472-2088-2214-7554,1
H-2917717,FGWW4949,4472-4483-4767-7076,1
H-2923121,YZQL4865,4472-4358-9395-9878,1
H-2923180,HNVV5540,4472-4393-820-318,1
H-2926799,HIVP1630,4472-9773-4890-988,1
H-2928800,PKHE8837,4472-9338-6049-1421,1
H-2951329,YSER2315,4472-9754-519-1079,1
H-2954732,QSWZ2125,4472-8162-5393-1533,1
H-2954732,QSWZ2125,4472-2535-373-3472,0
H-2974575,MIPD5621,4472-272-1355-971,1
H-2999220,FQDJ3908,4472-1773-7164-9861,1
H-3004981,OSCY8163,4472-3463-7599-4646,1
H-3004981,OSCY8163,4472-5829-1508-8754,0
H-3007750,IAAT9746,4472-7836-2821-7767,1
H-3008756,RXWM1364,4472-4034-9293-3390,1
H-3010083,CUQF8966,4472-714-3176-1617,1
H-3010187,TLGB8616,4472-2166-2823-6451,1
H-3019834,PDEC5233,4472-9508-3597-369,1
H-3022286,YYQH8137,4472-2132-8749-4282,1
H-3025849,DQNU1534,4472-2717-8570-1323,1
H-3027420,OURR1180,4472-6923-8011-166,1
H-3032520,XEIY7480,4472-1837-2110-9090,1
H-3042929,ZLGB2260,4472-2761-1046-2985,1
H-3051482,EHOD8427,4472-6251-250-3040,1
H-3056577,IDPZ2799,4472-5815-931-7683,1
H-3059148,JDJI5785,4472-6219-4778-9047,1
H-3061810,NSEI7904,4472-9743-9751-6129,1
H-3063114,VODW4066,4472-647-9279-884,1
H-3065086,TFDD5821,4472-518-4584-6621,1
H-3070644,VZMM2043,4472-6728-109-2057,1
H-3073471,QKJY9866,4472-9400-4835-8367,1
H-3080457,TANS4044,4472-2630-4639-3188,1
H-3082329,LTHW2739,4472-9101-4847-9888,1
H-3083777,KNKB6814,4472-89-9624-4639,1
H-3095810,ODXA6059,4472-4988-7519-5710,1
H-3098675,HPBX8461,4472-8621-2969-3462,1
H-3106613,NDKR5938,4472-2263-9373-830,1
H-3107962,UQCQ1886,4472-9099-7097-1165,1
H-3119372,XDML2298,4472-2976-2285-8590,1
H-3129760,TIRY9412,4472-6642-6250-4486,1
H-3132327,JTVH1930,4472-3136-1310-9579,1
H-3143292,AQSR8894,4472-6964-4566-9951,1
H-3144992,TEKL7061,4472-6982-3743-4348,1
H-3169469,JMEI1679,4472-8721-3389-4133,1
H-3177757,JQPV4274,4472-8878-2660-3763,1
H-3179598,RJLF5162,4472-8109-6388-4463,1
H-3185851,JGBG5729,4472-4964-5001-2885,1
H-3191714,GHEY3596,4472-6433-2293-2152,1
H-3197694,MKKB7194,4472-7895-2784-2446,1
H-3213764,YDWG9593,4472-286-5606-392,1
H-3236402,WYMI7351,4472-2348-4872-8738,1
H-3236910,PFMX3605,4472-1116-6635-3119,1
H-3243681,YWQV7689,4472-9832-4566-3899,1
H-3272267,HTTL2075,4472-1159-8381-2498,1
H-3275643,XMKC2779,4472-8073-7757-4140,1
H-3276381,EIRT3256,4472-4293-1116-6922,1
H-3283901,TJPA6111,4472-8302-7668-2884,1
H-3290875,HYPH6698,4472-5787-9257-7284,1
H-3292599,LIUL2251,4472-3657-632-2491,1
H-3296415,DBQJ6991,4472-2670-5666-3362,1
H-3324525,KARW2003,4472-7620-5634-1670,1
H-3329123,RFRZ7231,4472-4057-8548-6547,1
H-3335989,PVID1392,4472-8818-8132-1256,1
H-3359745,VSON6762,4472-4859-7546-5918,1
H-3360311,QVRY4440,4472-9097-2554-4541,1
H-3370434,UZBT3572,4472-7544-8832-7929,1
H-3374201,ZQAX7963,4472-5148-8085-1138,1
H-3394313,BNJW3423,4472-4181-4924-8056,1
H-3411859,CNZV6245,4472-2638-466-3749,1
H-3421389,LUEM8757,4472-67-6642-3670,1
H-3424744,KXPP3545,4472-3467-4108-4651,1
H-3433765,EINZ9789,4472-2603-348-2459,1
H-3438808,PSVK3543,4472-1956-9790-486,1
H-3451016,CPCB7924,4472-9641-4498-8929,1
H-3455251,LKNV3300,4472-6392-1646-1543,1
H-3459805,LWEP4462,4472-8433-905-3308,1
H-3460821,MMII6115,4472-2121-5836-5452,1
H-3472340,NAVS1678,4472-886-8143-5095,1
H-3481219,YTKH1949,4472-4459-2024-1907,1
H-3518487,BZZS1604,4472-3312-3276-1624,1
H-3519772,RBDK2833,4472-6122-3201-7269,1
H-3521068,SRGW6026,4472-3347-9059-485,1
H-3523053,HRRV4744,4472-8398-8525-6270,1
H-3534513,TOGM4995,4472-9824-4921-4813,1
H-3535078,DYAX3511,4472-1840-6472-9358,1
H-3536930,PAJQ5758,4472-7183-1190-4725,1
H-3563523,UHBF3517,4472-408-2299-6073,1
H-3565262,RPFV9763,4472-6096-3168-1666,1
H-3566694,MSQW8068,4472-1652-614-5674,1
H-3568785,TCSU8004,4472-3313-294-7362,1
H-3570646,PFPU7269,4472-1539-6697-7259,1
H-3571230,ROBH5381,4472-5018-246-3157,1
H-3596560,GQPF7173,4472-9115-1635-9337,1
H-3602714,JMHS7158,4472-6764-7286-2536,1
H-3606953,STDZ6768,4472-1125-7396-7319,1
H-3612902,MJWW1561,4472-9448-3234-5099,1
H-3620038,OTWW8417,4472-4844-5161-5367,1
H-3632884,EZLE7285,4472-2142-2508-7826,1
H-3641330,OFME9184,4472-9417-5240-625,1
H-3674181,CCSN1329,4472-108-1829-4014,1
H-3677438,JBKO5270,4472-2045-1563-7842,1
H-3685539,ZDNE7305,4472-8099-5035-7229,1
H-3694214,PVLA4186,4472-6016-1854-3117,1
H-3695422,HEVT2224,4472-8317-8344-3266,1
H-3699867,UNSI3894,4472-5972-5467-1902,1
H-3714113,PGFA9375,4472-2720-6737-8881,1
H-3728439,KZEY4432,4472-3164-4533-3380,1
H-3729429,WCCW8803,4472-8963-1502-7404,1
H-3734705,FGQJ7641,4472-3647-1994-6752,1
H-3745197,BMNY2190,4472-9748-4493-5141,1
H-3753063,CJXI3872,4472-7256-9706-4209,1
H-3759653,XWNF8305,4472-593-3997-8177,1
H-3760213,PBBG6632,4472-8638-9351-1418,1
H-3766678,GMWI3857,4472-5792-8823-3038,1
H-3767946,VLIC5016,4472-6634-2328-4752,1
H-3772027,FYBC7576,4472-588-7497-6972,1
H-3780285,ACEQ3155,4472-3699-8597-103,1
H-3780611,KUZI6011,4472-5704-5060-7330,1
H-3781444,GRRJ4375,4472-9008-3636-7330,1
H-3782924,GZMX1731,4472-8559-8526-3796,1
H-3791433,MIFL8437,4472-9572-5557-9164,1
H-3793826,ATKF8176,4472-3120-6020-8158,1
H-3816113,JZZT9800,4472-5801-5896-6886,1
H-3818100,MQSR3287,4472-1699-4818-2026,1
H-3822005,QZIT7335,4472-2610-865-125,1
H-3834959,BNCT1582,4472-3827-4728-2683,1
H-3849025,GZUO7663,4472-4080-3547-3022,1
H-3865771,MFDK6416,4472-4085-4880-4872,1
H-3870997,TUXY2118,4472-3607-6976-8466,1
H-3878715,OJWX3805,4472-5406-1505-5090,1
H-3884467,UWDF3647,4472-7365-3238-5382,1
H-3887776,RSYB6720,4472-1732-3175-9099,1
H-3892463,ZCCW4336,4472-3898-7833-2090,1
H-3900553,KOLG3771,4472-4858-2513-6218,1
H-3904261,TVAC1445,4472-2912-4309-5535,1
H-3927075,CILI7053,4472-832-6112-5485,1
H-3932666,VCQM6914,4472-984-4900-8624,1
H-3935390,GCEN4182,4472-9074-4760-596,1
H-3944824,JRHY8184,4472-65-6234-6880,1
H-3952943,ALQX9925,4472-1753-4136-1515,1
H-3955262,HEHE3393,4472-4696-6995-5619,1
H-3959386,EJQB1618,4472-752-371-6929,1
H-3970587,IZKD7381,4472-48-1492-7198,1
H-3978449,EVHY4967,4472-1612-250-5297,1
H-3993537,WWMO7585,4472-1390-4626-9465,1
H-4008673,EHNG8875,4472-9936-9586-8628,1
H-4030160,DERF4368,4472-2707-1674-7182,1
H-4038584,MVSS4346,4472-5857-2511-7082,1
H-4040247,ZAQG2135,4472-2621-3892-3144,1
H-4056077,LZMC9872,4472-1872-180-7340,1
H-4081102,DVCY7091,4472-9745-1470-3193,1
H-4090416,LDBV3854,4472-7876-5199-8891,1
H-4096710,JNZN4711,4472-6657-9075-5288,1
H-4097651,BDWB7479,4472-7142-6656-345,1
H-4104417,MKTS8309,4472-1329-3178-2541,1
H-4119635,NVEX4624,4472-1273-1627-3296,1
H-4126813,UQHC3443,4472-8242-7143-2733,1
H-4139727,OPSE4335,4472-3930-353-2800,1
H-4144330,UDPL9430,4472-9284-6356-1536,1
H-4145252,LHCR4842,4472-7033-1840-735,1
H-4147150,EJVZ7000,4472-2029-1616-1959,1
H-4147404,SXMI6084,4472-4751-9814-7189,1
H-4149046,YDVD9277,4472-7232-2014-5680,1
H-4160282,DIES4410,4472-4974-4409-4577,1
H-4163050,HZPZ9748,4472-8835-3529-6606,1
H-4169537,BGTP9227,4472-7970-8363-5431,1
H-4187987,BMJU4754,4472-7009-984-5223,1
H-4188820,BLOW5245,4472-5984-450-3559,1
H-4225348,DBRL4419,4472-4482-5583-1671,1
H-4227776,EWPE4866,4472-5608-4283-9554,1
H-4235959,JKBF6876,4472-8962-6146-4962,1
H-4238345,ZOOU8513,4472-4757-7547-2185,1
H-4241854,XECE2217,4472-9485-7694-3567,1
H-4244578,OEJI1222,4472-415-1654-5283,1
H-4251765,RITY2493,4472-2159-8038-6733,1
H-4260798,TNDJ6870,4472-9933-2570-8169,1
H-4265903,MEDE3374,4472-3871-8331-830,1
H-4272753,EUMG5390,4472-1745-5459-4313,1
H-4280308,ESHF9288,4472-1719-8017-1217,1
H-4285591,STVY8222,4472-5523-7663-9451,1
H-4287448,YEAU2362,4472-55-1862-1,1
H-4294920,KAIA8697,4472-7919-1933-4730,1
H-4313340,PLVA1116,4472-8738-4383-8003,1
H-4316024,IDRK5978,4472-9245-3832-606,1
H-4320537,ZYMD2228,4472-2928-307-4491,1
H-4325816,ESEI1163,4472-5809-9340-8981,1
H-4328062,XTHR6773,4472-4900-1290-2907,1
H-4328661,DMFV9316,4472-7054-2991-3361,1
H-4329996,XTXO8015,4472-3912-337-694,1
H-4335990,YAYP9923,4472-2390-3544-6541,1
H-4342161,HIXD7962,4472-6017-7929-5850,1
H-4349528,SBTI3087,4472-4903-4468-4610,1
H-4380742,WXMS6722,4472-6900-9830-1088,1
H-4380867,SBWI8118,4472-8373-1916-4027,1
H-4402385,NFMK1560,4472-5015-9241-4679,1
H-4409485,HWIX8499,4472-4129-4549-4588,1
H-4418490,ZBAA2069,4472-8911-8579-5505,1
H-4430216,NEUD7835,4472-3285-4096-4253,1
H-4441372,TDOO3842,4472-3229-512-5999,1
H-4454597,HNOP4734,4472-5343-6914-9757,1
H-4455219,PZFL4560,4472-3014-2324-7469,1
H-4465171,GSZG3163,4472-9463-5177-7644,1
H-4469931,FTSX7640,4472-7946-8111-1096,1
H-4470348,HHUW5517,4472-3617-1651-6941,1
H-4471214,VOUL2400,4472-3954-9539-8602,1
H-4472476,UYQN6341,4472-6771-6156-7499,1
H-4489625,JSCQ9862,4472-2570-4964-519,1
H-4490466,GNGH8503,4472-2966-2092-3698,1
H-4495317,PEDN9905,4472-5634-2398-5676,1
H-4499394,LPJF4947,4472-5667-5656-8900,1
H-4503232,OIZE1692,4472-6623-5281-1127,1
H-4506287,TRBX8928,4472-8525-98-1224,1
H-4507164,UYOR9856,4472-5960-2515-4113,1
H-4515950,HRTO2544,4472-9968-9865-7766,1
H-4528368,ZHRU6449,4472-345-6268-6381,1
H-4531568,LWBA3112,4472-8264-4972-3266,1
H-4532515,BFVN7913,4472-3589-4031-3810,1
H-4543015,YWXB8034,4472-8926-8401-3830,1
H-4545639,AUID1155,4472-1859-7965-5689,1
H-4548992,NGGM6342,4472-2857-939-1561,1
H-4555379,YDFQ3472,4472-6277-8412-9911,1
H-4561560,JXNH1671,4472-3246-9246-5124,1
H-4566759,QMKE8023,4472-834-2147-8357,1
H-4571389,KERR9917,4472-9630-9564-9146,1
H-4579154,JRWD4185,4472-6617-598-7970,1
H-4579436,DGCN1219,4472-902-6683-1532,1
H-4587648,LBJZ1666,4472-3497-6055-7619,1
H-4590139,SCTI6180,4472-1486-6559-9372,1
H-4590139,SCTI6180,4472-6244-1725-4244,0
H-4598393,KBIE2939,4472-3213-7366-3717,1
H-4599845,RBDZ6710,4472-8348-4877-7675,1
H-4608787,AEKU2666,4472-8705-4714-9229,1
H-4621022,OHFL8300,4472-2879-2591-21,1
H-4622930,CVYB8986,4472-681-925-5032,1
H-4625811,KGLE3451,4472-6562-9096-8406,1
H-4627358,FQGX6219,4472-9167-1922-4501,1
H-4638821,FMHU2210,4472-704-2394-9288,1
H-4640132,DARD8000,4472-5475-2877-5423,1
H-4644244,TWQB4146,4472-3589-344-6347,1
H-4645292,CLJG9985,4472-3352-367-2028,1
H-4668549,SGHD5468,4472-8999-7965-8305,1
H-4674946,JZEC2313,4472-3749-8386-7417,1
H-4678743,VDVZ1676,4472-7502-6259-3919,1
H-4691667,MGCK7633,4472-5146-3415-3723,1
H-4693540,YJHW3165,4472-4516-70-9087,1
H-4698263,TBQP9787,4472-1353-5740-8902,1
H-4699572,ZEPF7297,4472-7742-6183-4964,1
H-4705605,YDNQ1570,4472-8527-1009-5742,1
H-4708496,EVRV3067,4472-4582-3779-9253,1
H-4710206,NCUO9196,4472-4155-3734-9622,1
H-4711667,XMPS1320,4472-2143-3516-1207,1
H-4724184,CEYR6253,4472-6440-2497-3461,1
H-4724528,SECP9473,4472-9624-9827-5248,1
H-4731140,HWAS6191,4472-2538-6956-2227,1
H-4736639,ULJF5702,4472-3075-4225-8305,1
H-4743409,DERB9472,4472-4667-1165-1963,1
H-4748953,AMZW2613,4472-9630-2830-890,1
H-4754103,VOAZ4825,4472-651-7995-6149,1
H-4772071,VYUY4852,4472-3744-8880-7780,1
H-4772071,VYUY4852,4472-4860-1821-6722,0
H-4772188,FYYF4181,4472-2561-569-5163,1
H-4777208,BZXV6634,4472-3438-7914-8294,1
H-4778930,OISJ7917,4472-6158-6035-7989,1
